abstract,title,keywords,journal,scopus_id,year,first selection,,,,,
"The planning activity of Waste Electrical and Electronic Equipment (WEEE) collection networks is a topic of interest for researchers and managers, due to both the complexity of the problem and its important practical implications, in accordance with the guidelines that recent laws have addressed in a large number of industrialized countries. Nevertheless, even if these new legislation directives aim to reduce the critical effects of human activities on the environment, approaches for coupling the planning phase of a WEEE transportation network with the analysis of its environmental impact are rare in literature. Specifically, in this paper, a WEEE transportation network in the North of Italy (precisely, in the Reggio Emilia district) is addressed by means of an integrated solution approach. The methodological steps regard the following topics: data collection techniques, vehicle routing methods and heuristic procedures for creating different system scenarios, simulation modelling for obtaining solutions satisfying technical performance measures, LCA methodology for assessing the environmental impact of such solutions, multi-criteria decision methods for selecting the best choice under the joint technical and environmental perspective. (C) 2010 Elsevier B.V. All rights reserved.",On the integration of planning and environmental impact assessment for a WEEE transportation network-A case study,WEEE transportation networks *** Integrated approach *** Transportation planning *** Environmental impact analysis *** Life Cycle Assessment (LCA),resources conservation and recycling,WOS:000280342400021,2010,,,,,,
"Multinational companies have recently been encouraged by government policies to implement Extended Producer Responsibility. One objective is to stimulate high-level recovery, and the other is to introduce life cycle thinking. This paper studies decision making in recovery, comparing opportunistic decision making with short-term profit maximization (usually leading to one loop) versus a life-cycle perspective (leading to multiple loops). The question is (1) which business benefits this brings as well as reduction of environmental impact and (2) whether companies should be inclined to think multi-loop and if so how governments could stimulate this. After comparing the problem with the literature, a non-linear optimization model is presented optimizing NPV of revenues and calculating environmental impact with cumulative energy demand and cumulative recovery rates. The environmental indicators chosen are motivated based on literature research in the area of streamlined LCA. Sensitivity analysis tests solutions on various sources of uncertainty. We study a real-life case with real data. Based on the results, we can formulate the following insights for industry. Firstly, cascade markets for reuse may appear attractive but new sales cannibalization compromised margins. To neutralize this effect, returns should be remanufactured to equal-to-new quality hence no difference should exist between new and recovered items. Companies must suppress their natural instincts of maximizing short-term profits and delay some of the revenues by implementing multi-loop models in order to maximize total life-cycle profit. Environmental impact improves as well according to both indicators. Feasibility of returns should be maximized which for example implies careful collection and storage of wrecks, preventing damage and corrosion, etc. Product design changes may further enhance feasibility. However, the concept requires that all loops are controlled well by one actor. For governments the following advices apply. As mentioned, most EPR-based systems in place today maximize single loop 3. Using alternative steering principles instead of target quota on recovery and collection could stimulate multi-loop solutions that prove more robust, more profitable, and have better footprint. It is concluded that multi-loop recovery is preferred both economically and environmentally. But both industry and governments must improve their policies. Therefore, future research is mapped based on handles and delineations of the study.",Opportunistic versus life-cycle-oriented decision making in multi-loop recovery: an eco-eco study on disposed vehicles,Automotive case study *** Disposition *** Environmental impact *** Legislation *** Life cycle *** Net present value *** Streamlined LCA,international journal of life cycle assessment,WOS:000281394000002,2010,,,,,,
"While there are several studies on human resource management (HRM) at the inter-firm dyadic relationship level, the HR aspects of intra-firm strategic supply relationships have been largely ignored. Yet interdependence requires coordination among functions, sites, and stages of the internal supply chain (SC). Drawing on a case study of a large European pharmaceutical company, which we call Tyrenco, we explore how HR practices evolve within the strategic intra-firm supply relationship. Our findings illustrate the disruptive effects of HR practices when they are focused on site-based objectives and the improved coordination that results from redesigning HR processes to achieve internal operational integration. We highlight the tension between site-based, financial controls and an emergent SC logic. Drawing on recent interest in cooperative approaches to HR practices, this study seeks to operationalize the need to align HR practices with end-to-end objectives at different stages of the intra-firm supply chain. Our findings have practical implications for designing HR practices within multinational corporations (MNCs) that are characterized by complex and fragmented internal environments. (C) 2010 Wiley Periodicals, Inc.",EVOLVING HR PRACTICES IN A STRATEGIC INTRA-FIRM SUPPLY CHAIN,HR practices *** supply chain *** case study *** multinational corporations (MNCs) *** collaboration *** integration,human resource management,WOS:000282188600006,2010,,,,,,
"The use of the mathematical programming approach to the synthesis of chemical processes has many valuable creative principles, i.e. optimality, feasibility and integrality of solutions, which are essential for obtaining truly integrated sustainable solutions. However, our tools are still insufficient to perform the sustainable product-process synthesis integrally across the whole chemical supply chain. The ongoing development of concepts, methods and computer applications thus remains the most important role of the PSE community in order to provide engineers with powerful systems tools with which to shape sustainable development. The task, however, is very challenging even at the level of process synthesis since we are dealing with multi-criteria, an enormous amount of complex interactions, uncertainties, discrete and continuous decisions, giving rise to the use of the simultaneous, mixed-integer nonlinear programming (MINLP) approach. Although several efficient MINLP solvers have been developed in the last two decades, hardly any academic or professional MINLP synthesizer for solving such nontrivial synthesis problems has been developed so far. The present contribution wishes to shed light on some important issues relating to different challenges that had to and still have to be mastered as well as various capabilities which in turn were rewarded by mastering some of the challenges during the development of the advanced mixed-integer process synthesizer (MipSyn), the successor of the process synthesizer PROSYN-MINLP (Kravanja & Grossmann, 1990, 1994). The primary aim of future research is oriented towards the development of an even more advanced and robust synthesizer shell, capable of solving large-scale sustainable applications in different engineering domains. (C) 2010 Elsevier Ltd. All rights reserved.",Challenges in sustainable integrated process synthesis and the capabilities of an MINLP process synthesizer MipSyn,Sustainable synthesis *** Process synthesis *** Process synthesizer *** MipSyn *** MINLP,computers & chemical engineering,WOS:000282631200009,2010,,,,,,
"Purpose: Within the context of a sustainable supply chain, the purpose of this paper is to report on empirical longitudinal research on supply chain network evolution and dynamics of governance in a multi-stakeholder supply chain sustainability initiative led by Nespresso, the speciality coffee division of Nestlé. Design/methodology/approach: The paper proposes a framework to study the creation and evolution of governance mechanisms over a five-year period. Data from 48 semi-structured interviews and 15 recent and historic documents were also analysed. The interviews were conducted among current and past representatives of all the organisations concerned including coffee traders, NGOs and farmers. Findings: In contrast with literature on the subject, governance mechanisms initially relied mostly on informal mechanisms. Formal governance mechanisms were incorporated into the relationships to enable the supply chain network to grow and to provide clarity to all actors. Relational quality processes that increased trust were critical elements in the early phase, and were explicitly built into a second phase of development. Research limitations/implications: Being a single case study, some caution needs to be applied to generalise findings beyond the specific context studied. An additional methodological limitation is the limited number of actors involved in the overall supply chain network. Practical implications: The paper shows the importance of treating governance mechanisms within the supply chain not as a fixed variable to be determined once and for all in the beginning of a relationship, but rather to adapt the coordination mechanisms of the relationships. Originality/value: The evolution of relationships over time has been ""often called for but rarely chosen"". The case highlights the potential benefits of this type of research to develop an understanding of the evolution of relationships in a supply chain network. © Emerald Group Publishing Limited.",Nestlé Nespresso AAA sustainable quality program: An investigation into the governance dynamics in a multi-stakeholder supply chain network,Coffee *** Economic sustainability *** Governance *** Supply chain management,supply chain management,77949331689,2010,,,,,,
"As companies continue to globalise their operations and outsource significant portion of their value chain activities, they often end up relying heavily on order replenishments from distant suppliers. The explosion in long-distance sourcing is exposing supply chains and shareholder value at ever increasing operational and disruption risks. It is well established, both in academia and in real-world business environments, that resource flexibility is an effective method for hedging against supply chain disruption risks. In this contextual framework, we propose a single period stochastic inventory decision-making model that could be employed for capturing the trade-off between inventory policies and disruption risks for an unreliable dual sourcing supply network for both the capacitated and uncapacitated cases. Through the developed model, we obtain some important managerial insights and evaluate the merit of contingency strategies in managing uncertain supply chains. © 2010 Taylor & Francis.",A stochastic inventory management model for a dual sourcing supply chain with disruptions,Disruption *** Dual sourcing *** Inventory management *** Stochastic model *** Supply chain design *** Supply chain resilience,international journal of systems science,77951109163,2010,,,,,,
"In this paper, the Inoperability Input-Output Model (IIM) is deployed for assessing the impacts of disruptive events on supply chain networks under an unsafe environment. The IIM for supply chain networks has been proposed, based on the original IIM used in macro-economics. A new method called the OWA (Ordered Weighted Averaging) Operator has been formulated to evaluate the interdependency matrix, a key component of the IIM. Similar to the capability of the basic IIM to describe the propagation impacts of disruptions to macroeconomic systems, the IIM for supply chain networks is capable of describing the propagation effects of disruptions to interdependent supply chain components. IIM assesses the impacts of disruptions to supply chain networks with ""inoperability"" and ""economic losses"" metrics, which can provide helpful insights for risk management of supply chain networks. An example supply chain network is used to illustrate the application of IIM for systemic risk assessment of supply chains under an unsafe environment. A risk mitigation strategy by increasing the number of suppliers has been considered to reduce the adverse effects caused by the supply reduction of the single secondary supplier in the example supply chain network. In addition, a simulation model integrated with Monte Carlo simulation method has been developed to validate the accuracy of the IIM for supply chain. The example shows that the application of IIM can provide useful guidance toward supply chain risk management or mitigation strategies and it could also be used to test the effectiveness of these strategies. © 2009 Wiley Periodicals, Inc.",Inoperability input-output modeling (IIM) of disruptions to supply chain networks,decision analysis *** disruptions *** inoperability input-output model *** robustness metrics *** supply chain safety,systems engineering,78649867611,2010,,,,,,
"The aim of this study is to show how a timed Petri nets framework can be used to model and analyze a supply chain (SC) network which is subject to various risks. The method is illustrated by an industrial case study. We first investigate the disruption factors of the SC network by a failure mode, effects and criticality analysis (FMECA) technique. We then integrate the risk management procedures into design, planning, and performance evaluation process of supply chain networks through Petri net (PN) based simulation. The developed PN model provides an efficient environment for defining uncertainties in the system and evaluating the added value of the risk mitigation actions. The findings of the case study shows that the system performance can be improved using risk management actions and the overall system costs can be reduced by mitigation scenarios. © 2009 Elsevier B.V. All rights reserved.",Risk assessment and management for supply chain networks: A case study,High-level Petri nets *** Performance evaluation *** Risk management *** Supply chain management,computers in industry,75949127599,2010,,,,,,
"The development of renewable energy sources has clearly emerged as a promising policy towards enhancing the fragile global energy system with its limited fossil fuel resources, as well as for reducing the related environmental problems. In this context, waste biomass utilization has emerged as a viable alternative for energy production, encompassing a wide range of potential thermochemical, physicochemical and bio-chemical processes. Two significant bottlenecks that hinder the increased biomass utilization for energy production are the cost and complexity of its logistics operations. In this manuscript, we present a critical synthesis of the relative state-of-the-art literature as this applies to all stakeholders involved in the design and management of waste biomass supply chains (WBSCs). We begin by presenting the generic system components and then the unique characteristics of WBSCs that differentiate them from traditional supply chains. We proceed by discussing state-of-the-art energy conversion technologies along with the resulting classification of all relevant literature. We then recognize the natural hierarchy of the decision-making process for the design and planning of WBSCs and provide a taxonomy of all research efforts as these are mapped on the relevant strategic, tactical and operational levels of the hierarchy. Our critical synthesis demonstrates that biomass-to-energy production is a rapidly evolving research field focusing mainly on biomass-to-energy production technologies. However, very few studies address the critical supply chain management issues, and the ones that do that, focus mainly on (i) the assessment of the potential biomass and (ii) the allocation of biomass collection sites and energy production facilities. Our analysis further allows for the identification of gaps and overlaps in the existing literature, as well as of critical future research areas. © 2010 Elsevier Ltd.",Waste biomass-to-energy supply chain management: A critical synthesis, ,waste management,77956262709,2010,,,,,,
"The supply chain networks could be very fragile in global environment due to unexpected events such as emergencies, normal disruptions and industrial accidents. The supply chain members may lose their production capacities temporarily, which might have significant impacts on the performance of the whole supply chain network. This article proposes a discrete time model to characterise the unreliable production capacity in serial supply chain networks. Based on the proposed model, the exact probability distributions are available for the performance analysis of a single-stage system in the lost sales scenario. The iterative methods are developed to derive the approximate performance measures for single-stage systems in the backorder scenario and multi-stage systems in both the lost sales and backorder scenarios. The proposed methods are verified through a series of numerical experiments. The analysis results suggest that the performance of the supply chain network suffers more from the downstream-stage unreliability than the upstream-stage unreliability. Furthermore, some application examples are illustrated to show the possible solutions for practical problems. © 2010 Taylor & Francis.",Performance analysis of serial supply chain networks considering system disruptions,aggregation *** Bernoulli server *** discrete time Markov chain *** risk *** supply chain management,production planning and control,78649512963,2010,,,,,,
"Like many others, Textileapparel companies have to deal with a very competitive environment and have to manage consumers which become more demanding. Thus, to stay competitive, companies rely on sophisticated information systems and logistic skills, and especially accurate and reliable forecasting systems. However, forecasters have to deal with some singular constraints of the textileapparel market such as for instance the volatile demand, the strong seasonality of sales, the wide number of items with short life cycle or the lack of historical data. To respond to these constraints, companies have implemented specific forecasting systems often simple but robust. After the study of existing practices in the clothing industry, we propose different forecasting models which perform more accurate and more reliable sales forecasts. These models rely on advanced methods such as fuzzy logic, neural networks and data mining. In order to evaluate the benefits of these methods for the supply chain and more especially for the reduction of the bullwhip effect, a simulation based on real data of sourcing and forecasting processes is performed and analyzed. © 2010 Elsevier B.V. All rights reserved.",Sales forecasts in clothing industry: The key success factor of the supply chain management,Clothing industry *** Sales forecasts *** Sourcing simulation *** Textileapparel supply chain,international journal of production economics,78049311675,2010,,,,,,
"When environmental problems are the focus, conflicts between the general public and company stakeholders affect both regional and global cooperation prompting conflicts in many areas. As a consequence, various initiatives have been designed and adopted that improve environmental performance while maintaining sustainable development. Green purchasing is applied as a useful tool to mitigate the environmental impacts of consumption and to promote clean production technology. The supply chain operations reference (SCOR) model is proposed by a supply chain council as a standard supply chain performance evaluation model. This model has been widely embraced by many modern organisations. The SCOR model can be applied to analyse supply chain performance in a systematic way. It can also aid in communication among all members in the supply chain, and can assist in the development of a design for a better supply chain network. To further improve the performance of the green purchasing process, which is critical in numerous industries, this study explores the relationship between the plan-do-study-act (PDSA) cycle of green purchasing and the SCOR purchasing/sourcing process and its performance indices/metrics. In this study, those companies which produce Taiwanese green label products are taken as samples. The PDSA cycle of green purchasing and the SCOR model are used to construct a structural equation model (SEM). An SEM analysis is conducted to establish the relationship between the PDSA of green purchasing, the sourcing process, and its performance on the SCOR model. The results of this study provide some suggestions for companies conducting green purchasing. © 2010 Taylor & Francis.",A study on the relationship between the PDSA cycle of green purchasing and the performance of the SCOR model,Green purchasing *** PDSA cycle *** Structural equation model (SEM) *** Supply chain operations reference (SCOR) model,total quality management and business excellence,78650298980,2010,,,,,,
"In a global economic environment, many enterprises expend their overseas markets and implement outsourcing of logistics activities to external carriers. Many enterprises pay close attention to successful delivery of their freight. Hence, how to determine the optimal carrier selection is a very critical issue for global enterprises. Generally, there are several carriers to serve on each route connecting two cities (or transfer stations) in the logistics network. Each carrier owns multiple available capacities with a probability distribution because the carrier's capacity may be partially reserved for other orders. A carrier selection means selecting exact one carrier on each route, and the logistics network according to the carrier selection is thus a stochastic logistic network. The network reliability is a performance index of freight delivery for supply chain management and is defined as the probability that d units of commodity are successfully transmitted from a supplier to a customer. This study focuses on the optimal carrier selection problem based on network reliability criterion. A GA-based algorithm that combines the minimal paths and the recursive sum of disjoint products is developed to determine the optimal carrier selection with the maximal network reliability. A practical logistics example of the LCD monitors delivery from Asia to Europe is presented to illustrate the solution procedure. © 2010 Elsevier B.V. All rights reserved.",Optimal carrier selection based on network reliability criterion for stochastic logistics networks,Available capacity *** Genetic algorithm *** Network reliability *** Optimal carrier selection *** Recursive sum of disjoint products *** Stochastic logistics network,international journal of production economics,78049254355,2010,,,,,,
"Recent supply chain accidents due to epidemics, terrorist attacks and severe earthquake in Haiti killing thousands of people as well as typhoon over Manila causing flood to wash out millions worth of property, indicate that firms are vulnerable in today's highly integrated supply chains. Global financial crisis started in the mid 2007 has also brought further implications on supply chain problems. As economic recession reached the bottom line, supply chain managers experience a different kind of risks as the source of vulnerability. The effectiveness of supply chain mitigation strategy which provide a greater ability to respond volatile circumstances is immediate important. This study explores the perspectives of managers in the manufacturing firms on supply chain vulnerability and mitigation strategy within Indonesian environment. The result reveals that supply chain vulnerability is a relatively new concept for them. However, their firms have implemented certain mitigation actions to avoid fatality in the supply chain network. © Medwell Journals, 2010.",Supply chain vulnerability and mitigation strategy of the manufacturing firms in Indonesia: Manager's perspectives,Indonesia *** Manufacturing sector *** Mitigation strategy *** Supply chain vulnerability,international business management,78149476360,2010,,,,,,
"Capacity planning in the reverse channel of closed-loop supply chains (CLSCs) involves complex issues due to the different lifecycles of product offerings in combination with the variability regarding product usage time, quality level of used products and return patterns. (Georgiadis, P., Vlachos, D., Tagaras, G., 2006. The impact of product lifecycle on capacity planning of closed-loop supply chains with remanufacturing. Production and Operations Management 15; 514-527) developed a system dynamics (SD) model to study a CLSC with remanufacturing for a single product which incorporates a dynamic capacity modeling approach. We extend this SD model for two sequential product-types under two alternative scenarios regarding the market preferences over the product-types; in the first scenario, the market is considered showing no preferences, while in the second scenario, the demand over a product-type can be satisfied only by providing units of the specific type. We study how the joint lifecycles of two product-types, entry time of the second product-type to the market and used product return patterns affect the optimal policies regarding expansion and contraction of collection and remanufacturing capacities. The results of extensive numerical investigation are tested for their statistical significance using analysis of variance (ANOVA). In the first scenario, the results show that the system performs best when the two lifecycles form a trapezoid pattern for total demand while in the second scenario, when the two lifecycles form a triangular pattern. © 2009 Elsevier B.V. All rights reserved.",The impact of two-product joint lifecycles on capacity planning of remanufacturing networks,Capacity planning *** Closed-loop supply chain *** Decision support system *** Robustness and sensitivity analysis *** System dynamics,european journal of operational research,70349921094,2010,,,,,,
Environmental consciousness has become critical in the design and operation of globally integrated supply chain networks. This research examines the carbon footprint across supply chains and thus contributes to the knowledge and practice of green supply chain management. The analytical model uses the long-range Lagrangian and the Eulerian transport methods. Analytical and finite difference methods are used to approximate the three-dimensional infinite footprint model. A simplified numerical example validates and illustrates the proposed approach. The results show that carbon emissions across stages in a supply chain can constitute a significant threat that warrants careful attention in the design phase of supply chains. © 2010 Elsevier B.V.All rights reserved.,Modeling carbon footprints across the supply chain,Carbon footprint *** Eulerian box model *** Green supply chain management *** Heat link *** Lagrangian box model,international journal of production economics,77957822063,2010,,,,,,
"In recent years, with the raising of awareness in environmental protection and sustainable development in enterprises, the green issue has become more and more critical in supply chain management. This study intends to develop a green supplier selection model which integrates artificial neural network (ANN) and two multi-attribute decision analysis (MADA) methods: data envelopment analysis (DEA) and analytic network process (ANP). It is called ANN-MADA hybrid method. ANN-MADA hybrid method considers both practicality in traditional supplier selection criteria and environmental regulations. It also overcomes traditional DEA drawbacks, limitations of data accuracy and decision-making units (DMUs) amounts constraint. The model evaluation results of an international well-known camera manufacturer indicate that the ANN-MADA hybrid method outperforms two other hybrid methods, ANN-DEA and ANP-DEA. It was also discovered that ANN-MADA has better power of discrimination and noise-insensitivity in evaluating green suppliers' performances. © 2010 Elsevier Ltd. All rights reserved.",Integration of artificial neural network and MADA methods for green supplier selection,Analytic network process *** Artificial neural network *** Data envelopment analysis *** Green supplier selection,journal of cleaner production,77955276218,2010,,,,,,
"This paper discusses Supply Chain Network (SCN) design problem under uncertainty, and presents a critical review of the optimization models proposed in the literature. Some drawbacks and missing aspects in the literature are pointed out, thus motivating the development of a comprehensive SCN design methodology. Through an analysis of supply chains uncertainty sources and risk exposures, the paper reviews key random environmental factors and discusses the nature of major disruptive events threatening SCN. It also discusses relevant strategic SCN design evaluation criteria, and it reviews their use in existing models. We argue for the assessment of SCN robustness as a necessary condition to ensure sustainable value creation. Several definitions of robustness, responsiveness and resilience are reviewed, and the importance of these concepts for SCN design is discussed. This paper contributes to framing the foundations for a robust SCN design methodology. © 2009 Elsevier B.V. All rights reserved.",The design of robust value-creating supply chain networks: A critical review,Capacity models *** Location models *** Network disruptions *** Resilience strategies *** Robustness *** Scenario planning *** Supply chain network design *** Uncertainty *** Value creation,european journal of operational research,70449527794,2010,,,,,,
"An efficient integration of production and distribution plans into a unified framework is critical to achieving competitive advantage. This paper addresses the production and distribution planning problem in a supply chain system that involves the allocation of production volumes among the different production lines in the manufacturing plants, and the delivery of the products to the distribution centers. An integrated optimization model for production and distribution planning is proposed, with the aimed of optimally coordinating important and interrelated logistics decisions. However, a real supply chain operates in a highly dynamic and uncertain environment. Therefore, this model is transformed into fuzzy models taking into account the fuzziness in the capacity constraints, and the aspiration level of costs using different aggregation operators. The applicability and flexibility of the proposed models are illustrated through a case study in consumer goods industry. © 2009 Elsevier Ltd. All rights reserved.",Application of fuzzy mathematical programming approach to the production allocation and distribution supply chain network problem,Fuzzy constraints *** Fuzzy mathematical programming *** Mixed integer linear programming *** Production and distribution planning *** Supply chain planning,expert systems with applications,77249170691,2010,,,,,,
"Geographical indications (GIs) are place-based names that conveythe geographical origin, as well as the cultural and historical identity, of agricultural products. GIs are unique, in that they provide ameans of ensuring that control over production and sales of a product stays within a local area, but at the same time they make use of extralocal markets. Although control over GIs largely rests with local actors, GIs are nested in wider regional, national, and international networks; and the passage from local to extralocal markets introduces new costs and benefits and new relations of power into the supply chain. The degree to which GI protection spurs development and protects local environmental and cultural resources depends on the structure of the GI legislation and on the territorial context in which protection is embedded. Using a commodity-chains approach, I compare two GI production systems, tequila in Mexico and Comté cheese in France, in order to develop a theory of the factors that contribute to more sustainable, equitable GI production systems. I argue that three key differences in the design of the GI schemes help to explain the varying effects of the two cases: (1) the manner in which supply-chain actors define quality, (2) the way that the GI valorizes the terroir of the region, and (3) the strength and cohesion that the collective organizing body exhibits. Moreover, the institutional and political context in which GI supply chains ""touch down"" plays a critical role. Contrary to a conceptualization of GIs as compatible with a purely market-oriented model, my comparison of these two cases indicates that some level of state involvement, in order to level the playing field and empower small farmers, is a necessary, although not sufficient, precondition for successful and sustainable GIs. © 2010, by the Rural Sociological Society.",Embedding local places in global spaces: Geographical indications as a territorial development strategy, ,rural sociology,77954771241,2010,,,,,,
"Introduction: The biannual Life Cycle Management conference series aims to create a platform for users and developers of Life Cycle Assessment (LCA) and related tools to share their experiences. A key concern of the LCM community has been to move beyond the production of LCA reports toward using the developed knowledge. This paper reports and evaluates some of the main outcomes of the 4th International Life Cycle Management Conference (LCM 2009). Results: Conference focus: While the focus of the conference was LCM, LCA remains a main analytical tool for supporting LCM. This is clearly shown by the overall program in which roughly half of the contributions focused on or used LCA. Some products and resources and environmental themes were markedly represented in the presentation subjects. Conference participation: The 180 delegates included 40 South Africans, 20 from other African countries, and 140 from as far afield as Brazil, Sweden, Japan, and Australia. The surveyable number of delegates and conference rooms, in combination with the well-balanced scientific and social program, facilitated optimal professional exchange and discussion. Conference structure: LCM 2009 featured some 140 contributions from 47 leading environmental practitioners, consultants, and academic researchers. The interactive conference format included three plenary sessions and training workshops. Conclusions: LCM 2009 successfully engaged with the critical questions of what it means to manage (not merely shift) the environmental and social impacts of global economic activity, what this entails for industry and public services in emerging economies, and how supply chains, networks, and partnerships can be stimulated and managed to deliver truly sustainable practice. © 2010 US Government.",From life cycle talking to taking action: The 4th International Conference on Life Cycle Management: The Global Challenge of Managing Life Cycles,Conference *** Life cycle assessment *** Life cycle management *** Social impacts *** Sustainability,international journal of life cycle assessment,77953028933,2010,,,,,,
"The traditional definition of sustainability calls for policies and strategies that meet society's present needs without compromising the ability of future generations to meet their own needs. Through the 1970 National Environmental Policy Act, U.S. policy formally established the goal of creating and maintaining ""conditions under which [humans] and nature can exist in productive harmony, and fulfill the social, economic and other requirements of present and future generations of Americans."" However, we have not yet succeeded in making sustainability operational. The long-standing and current debates on setting energy policy, regulating greenhouse gases, and promoting alternate fuels illustrate the complexity of making sustainability operational. Achieving operational sustainability requires three critical elements: advances in science and technology, application of effective government regulations and policies, and green business practices. Not only are these elements necessary, all three must work together across the economy. A key lesson drawn from the history of environmental regulation and especially in the climate debate is that sustainability cannot be advanced without a convergence of government and business interests even when the requisite technology is available. The biofuel system presents an immediate and tangible test case for the successful interaction of these three critical elements. The massive investments in science and technology by both government and industry to develop new feedstocks and conversion methods are showing promise. From a regulatory perspective, existing statutes and new mandates impact all parts of the biofuel supply chain-a complex system involving feedstocks, conversion technologies, transport, storage, handling, and end use. Forward-looking businesses in the biofuel sector are integrating sustainability objectives into their business strategies, such as designing feedstock conversion processes to generate biofuel coproducts that can add substantial revenue. The combination and coordination of such activities have the potential to achieve sustainable biofuel production and to demonstrate the kind of critical approaches that are essential to making sustainability operational in this and other energy sectors. © 2010 U.S. Government.",Perspectives on achieving sustainable energy production and use, ,journal of renewable and sustainable energy,79952596063,2010,,,,,,
"Catering for sustainability is often presented as a legitimate perspective for caterers to promote more equitable economic development locally and across distances through food procurement, integrated with environmental protection and concern for the welfare of customers and staff. Caterers are thus seen as agents responsible for sustainable food systems within their reach. This paper explores how public caterers use their position and productive intelligence in promoting a sustainable food system within the power field of their contextual networks. This article crystallises this 'agency for sustainability' as professional identity for sustainability, the shaping of which is analysed in Finnish public catering. The paper identifies eased and positive, troubled and critical as well as delimited and distancing approaches for sustainability, with respective views and efforts for sustainable food systems. The shaping of professional identity for sustainability could serve as co-operative platform for future contextual developments towards more sustainable food systems. Such progress could result in better alignment with political guidelines for sustainability and caterers' satisfaction due to their heightened professional position reaching beyond 'kitchen walls' to construct everyday sustainability. (C) 2009 Elsevier Ltd. All rights reserved.",Shaping professional identity for sustainability. Evidence in Finnish public catering,Catering for sustainability *** Catering organisations *** Professional identity *** Environment *** Sustainability *** Local food *** Organic food *** Conventional food,appetite,WOS:000268604500008,2009,,,,,,
"Reverse logistics, which is the management or return flow due to product recovery, goods return, or overstock, form a closed-loop supply chain. The success of the closed-loop supply chain depends on actions of both manufacturers and customers. Now, manufacturers require producing products which are easy for disassembly, reuse and remanufacturing owing to the law of environmental protection. On the other hand, the number of customers supporting environmental protection by delivering their used products to collection points is increasing. According to the findings, the total cost spent in reverse logistics is huge. In order to minimize the total reverse logistics cost and high utilization rate of collection points, selecting appropriate locations for collection points is critical in reverse logistics. This paper proposes a genetic algorithm to determine such locations in order to maximize the coverage of customers. Also, the use of RFID is suggested to count the quantities of collected items in collection points and send the signal to the central return center. This can facilitate the vehicle scheduling for transferring the items from collection points to the return center. The significance of this research is the proposal of RFID-based reverse logistics framework and optimization of locations of collection points which allow economically and ecologically reasonable recycling. Simulation results indicated that the genetic algorithm is able to produce good-quality solutions in terms of coverage of collection points by choosing suitable locations for collection points and RFID can help detect the quantity of returned products so as to increase efficiency of logistics operations. (C) 2008 Elsevier Ltd. All rights reserved.",Development of RFID-based Reverse Logistics System,Reverse logistics *** RFID *** Genetic algorithm *** Supply chain management,expert systems with applications,WOS:000264782800063,2009,,,,,,
"By the end of the eighties and at the beginning of the nineties, the companies encountered the lean wave. Apparently, in the ""first lean wave"" the companies neither succeeded in taking sustainable actions nor in achieving a comprehensive, value stream orientated improvement. The aim of establishing a culture of continuous enhancement failed also. The global competition of locations and the economic crisis are increasing the cost pressure and the necessity of streamlining the processes. The innovation of the ""second lean wave"" and the success factors are described in seven theses. Within these theses, the question of visualizing processes in order to enable optimal, robust and standardized solutions is emphasized. The times when the scope of optimization just included the flow of materials is over. By now indirect processes and global value streams are implied, too. Lean supply chains do request an optimization of networks and not only the notion of a supplier-plant-relation. Together with suppliers and service providers the supply chains have to be optimized on the base of partnership. Another leverage of lean management is the possibility to shift the problem identification and solution to the early periods of the innovation and development process (frontloading). The sequential product and process planning has to be removed. One of the crucial principles in the planning period is clearness. © Carl Hanser Verlag.",The second lean wave The Seven Theses, ,zwf zeitschrift fuer wirtschaftlichen fabrikbetrieb,65749111919,2009,,,,,,
"Purpose - Over the last decade, competition in the manufacturing sector has increased as globalization and customer requirements have evolved. Now, organizations are competing not only with their internal capabilities but also on their abilities to leverage capabilities in the supply chain. Recent studies suggest that strategic alignment in the supply chain, assessed by the degree of matching between supply management and market requirements, is critical for the success of organizations in the global marketplace. The purpose of this paper is to examine the possible linkage between strategic alignment (or lack of) in the supply chain, based on the traditional competitive priorities (i.e. cost, quality, flexibility and delivery), and the type of interactions with suppliers. Design/methodology/approach - Strategic alignment in the supply chain was measured by the difference between customer's requirements and the emphasis that the organization puts on these same requirements in dealing with its suppliers. The types of interactions were assessed by six items, three of them to measure the degree of arm's length practices and the other three to assess the degree of cooperation with suppliers. The empirical analysis used data from 512 manufacturing companies in Canada surveyed in 2003 and 2005. Linear regressions were conducted to test a series of four hypotheses linking alignment in the supply chain and the type of interactions with suppliers. Findings - Interactions with suppliers that are increasingly based on cooperation were found to be linked with a better alignment of competitive priorities that are characteristic of responsive supply chains. An unexpected result was the positive link between arm's length interactions and delivery, a dimension that is also associated with responsive supply chains. Research limitations/implications - The choice of interactions with suppliers can be critical in the alignment of competitive priorities in the supply chain. A limitation is that the empirical analysis rests on data collected from one respondent per organization. Originality/value - This paper contributes to research by providing empirical evidence of the link between the type of interactions with suppliers and the alignment of competitive priorities in the supply chain.",Aligning competitive priorities in the supply chain: the role of interactions with suppliers,Supply chain management *** Strategic alignment *** Competitive advantage,international journal of operations & production management,WOS:000265541600007,2009,,,,,,
